Location ISO Code,Location,City or Regency,Province,Total Regencies,Total Cities,Total Districts
ID-SS,Sumatera Selatan,,Sumatera Selatan,,,
ID-BB,Kepulauan Bangka Belitung,,Kepulauan Bangka Belitung,,,
ID-BE,Bengkulu,,Bengkulu,,,
ID-NB,Nusa Tenggara Barat,,Nusa Tenggara Barat,,,
ID-SR,Sulawesi Barat,,Sulawesi Barat,,,
ID-BA,Bali,,Bali,,,
ID-BT,Banten,,Banten,,,
ID-LA,Lampung,,Lampung,,,
ID-KT,Kalimantan Tengah,,Kalimantan Tengah,,,
ID-NB,Nusa Tenggara Barat,,Nusa Tenggara Barat,,,
ID-JA,Jambi,,Jambi,,,
ID-ST,Sulawesi Tengah,,Sulawesi Tengah,,,
ID-LA,Lampung,,Lampung,,,
ID-SS,Sumatera Selatan,,Sumatera Selatan,,,
ID-KB,Kalimantan Barat,,Kalimantan Barat,,,
ID-RI,Riau,,Riau,,,
ID-SN,Sulawesi Selatan,,Sulawesi Selatan,,,
ID-BB,Kepulauan Bangka Belitung,,Kepulauan Bangka Belitung,,,
ID-BT,Banten,,Banten,,,
ID-BB,Kepulauan Bangka Belitung,,Kepulauan Bangka Belitung,,,
ID-RI,Riau,,Riau,,,
ID-ST,Sulawesi Tengah,,Sulawesi Tengah,,,
ID-MU,Maluku Utara,,Maluku Utara,,,
ID-MA,Maluku,,Maluku,,,
ID-KB,Kalimantan Barat,,Kalimantan Barat,,,
ID-KU,Kalimantan Utara,,Kalimantan Utara,,,
ID-JA,Jambi,,Jambi,,,
ID-BE,Bengkulu,,Bengkulu,,,
ID-SG,Sulawesi Tenggara,,Sulawesi Tenggara,,,
ID-KR,Kepulauan Riau,,Kepulauan Riau,,,
ID-BB,Kepulauan Bangka Belitung,,Kepulauan Bangka Belitung,,,
ID-SS,Sumatera Selatan,,Sumatera Selatan,,,
ID-KS,Kalimantan Selatan,,Kalimantan Selatan,,,
ID-KT,Kalimantan Tengah,,Kalimantan Tengah,,,
ID-PB,Papua Barat,,Papua Barat,,,
ID-SG,Sulawesi Tenggara,,Sulawesi Tenggara,,,
ID-AC,Aceh,,Aceh,,,
ID-SA,Sulawesi Utara,,Sulawesi Utara,,,
ID-KT,Kalimantan Tengah,,Kalimantan Tengah,,,
ID-YO,Daerah Istimewa Yogyakarta,,Daerah Istimewa Yogyakarta,,,
ID-PA,Papua,,Papua,,,
ID-PA,Papua,,Papua,,,
ID-YO,Daerah Istimewa Yogyakarta,,Daerah Istimewa Yogyakarta,,,
ID-MA,Maluku,,Maluku,,,
ID-BA,Bali,,Bali,,,
ID-YO,Daerah Istimewa Yogyakarta,,Daerah Istimewa Yogyakarta,,,
ID-PB,Papua Barat,,Papua Barat,,,
ID-YO,Daerah Istimewa Yogyakarta,,Daerah Istimewa Yogyakarta,,,
ID-BT,Banten,,Banten,,,
ID-KS,Kalimantan Selatan,,Kalimantan Selatan,,,
ID-SG,Sulawesi Tenggara,,Sulawesi Tenggara,,,
ID-SN,Sulawesi Selatan,,Sulawesi Selatan,,,
ID-SS,Sumatera Selatan,,Sumatera Selatan,,,
ID-BA,Bali,,Bali,,,
ID-KI,Kalimantan Timur,,Kalimantan Timur,,,
ID-SS,Sumatera Selatan,,Sumatera Selatan,,,
ID-SS,Sumatera Selatan,,Sumatera Selatan,,,
ID-BA,Bali,,Bali,,,
ID-JB,Jawa Barat,,Jawa Barat,,,
ID-BA,Bali,,Bali,,,
ID-PA,Papua,,Papua,,,
ID-PA,Papua,,Papua,,,
ID-SS,Sumatera Selatan,,Sumatera Selatan,,,
ID-JB,Jawa Barat,,Jawa Barat,,,
ID-NB,Nusa Tenggara Barat,,Nusa Tenggara Barat,,,
ID-JB,Jawa Barat,,Jawa Barat,,,
ID-KS,Kalimantan Selatan,,Kalimantan Selatan,,,
ID-JA,Jambi,,Jambi,,,
ID-KS,Kalimantan Selatan,,Kalimantan Selatan,,,
ID-BA,Bali,,Bali,,,
ID-KS,Kalimantan Selatan,,Kalimantan Selatan,,,
ID-KS,Kalimantan Selatan,,Kalimantan Selatan,,,
ID-ST,Sulawesi Tengah,,Sulawesi Tengah,,,
ID-JA,Jambi,,Jambi,,,
ID-LA,Lampung,,Lampung,,,
ID-ST,Sulawesi Tengah,,Sulawesi Tengah,,,
ID-KB,Kalimantan Barat,,Kalimantan Barat,,,
ID-LA,Lampung,,Lampung,,,
ID-KU,Kalimantan Utara,,Kalimantan Utara,,,
ID-JA,Jambi,,Jambi,,,
ID-LA,Lampung,,Lampung,,,
ID-LA,Lampung,,Lampung,,,
ID-KU,Kalimantan Utara,,Kalimantan Utara,,,
ID-PB,Papua Barat,,Papua Barat,,,
ID-SG,Sulawesi Tenggara,,Sulawesi Tenggara,,,
ID-SR,Sulawesi Barat,,Sulawesi Barat,,,
ID-JA,Jambi,,Jambi,,,
ID-NB,Nusa Tenggara Barat,,Nusa Tenggara Barat,,,
ID-SR,Sulawesi Barat,,Sulawesi Barat,,,
ID-PB,Papua Barat,,Papua Barat,,,
ID-SG,Sulawesi Tenggara,,Sulawesi Tenggara,,,
ID-AC,Aceh,,Aceh,,,
ID-SS,Sumatera Selatan,,Sumatera Selatan,,,
ID-SB,Sumatera Barat,,Sumatera Barat,,,
ID-KS,Kalimantan Selatan,,Kalimantan Selatan,,,
ID-KS,Kalimantan Selatan,,Kalimantan Selatan,,,
ID-SS,Sumatera Selatan,,Sumatera Selatan,,,
ID-PA,Papua,,Papua,,,
ID-BE,Bengkulu,,Bengkulu,,,
ID-KU,Kalimantan Utara,,Kalimantan Utara,,,
ID-KU,Kalimantan Utara,,Kalimantan Utara,,,
ID-KU,Kalimantan Utara,,Kalimantan Utara,,,
ID-BA,Bali,,Bali,,,
ID-NB,Nusa Tenggara Barat,,Nusa Tenggara Barat,,,
ID-BB,Kepulauan Bangka Belitung,,Kepulauan Bangka Belitung,,,
ID-SN,Sulawesi Selatan,,Sulawesi Selatan,,,
ID-LA,Lampung,,Lampung,,,
ID-KS,Kalimantan Selatan,,Kalimantan Selatan,,,
ID-PB,Papua Barat,,Papua Barat,,,
ID-KS,Kalimantan Selatan,,Kalimantan Selatan,,,
ID-SG,Sulawesi Tenggara,,Sulawesi Tenggara,,,
ID-MA,Maluku,,Maluku,,,
ID-SS,Sumatera Selatan,,Sumatera Selatan,,,
ID-PB,Papua Barat,,Papua Barat,,,
ID-YO,Daerah Istimewa Yogyakarta,,Daerah Istimewa Yogyakarta,,,
ID-BT,Banten,,Banten,,,
ID-AC,Aceh,,Aceh,,,
ID-SG,Sulawesi Tenggara,,Sulawesi Tenggara,,,
ID-SN,Sulawesi Selatan,,Sulawesi Selatan,,,
ID-YO,Daerah Istimewa Yogyakarta,,Daerah Istimewa Yogyakarta,,,
ID-BA,Bali,,Bali,,,
ID-BT,Banten,,Banten,,,
ID-SU,Sumatera Utara,,Sumatera Utara,,,
ID-KU,Kalimantan Utara,,Kalimantan Utara,,,
ID-SG,Sulawesi Tenggara,,Sulawesi Tenggara,,,
ID-SU,Sumatera Utara,,Sumatera Utara,,,
ID-SS,Sumatera Selatan,,Sumatera Selatan,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JK,DKI Jakarta,,DKI Jakarta,,,
ID-SA,Sulawesi Utara,,Sulawesi Utara,,,
ID-SA,Sulawesi Utara,,Sulawesi Utara,,,
ID-SR,Sulawesi Barat,,Sulawesi Barat,,,
ID-AC,Aceh,,Aceh,,,
ID-NT,Nusa Tenggara Timur,,Nusa Tenggara Timur,,,
ID-BT,Banten,,Banten,,,
ID-BA,Bali,,Bali,,,
ID-ST,Sulawesi Tengah,,Sulawesi Tengah,,,
ID-BE,Bengkulu,,Bengkulu,,,
ID-JA,Jambi,,Jambi,,,
ID-LA,Lampung,,Lampung,,,
ID-PA,Papua,,Papua,,,
ID-ST,Sulawesi Tengah,,Sulawesi Tengah,,,
ID-KT,Kalimantan Tengah,,Kalimantan Tengah,,,
ID-PB,Papua Barat,,Papua Barat,,,
ID-BB,Kepulauan Bangka Belitung,,Kepulauan Bangka Belitung,,,
ID-ST,Sulawesi Tengah,,Sulawesi Tengah,,,
ID-KU,Kalimantan Utara,,Kalimantan Utara,,,
ID-RI,Riau,,Riau,,,
ID-AC,Aceh,,Aceh,,,
ID-BT,Banten,,Banten,,,
ID-SG,Sulawesi Tenggara,,Sulawesi Tenggara,,,
ID-SR,Sulawesi Barat,,Sulawesi Barat,,,
ID-KB,Kalimantan Barat,,Kalimantan Barat,,,
ID-SR,Sulawesi Barat,,Sulawesi Barat,,,
ID-BB,Kepulauan Bangka Belitung,,Kepulauan Bangka Belitung,,,
ID-PA,Papua,,Papua,,,
ID-NB,Nusa Tenggara Barat,,Nusa Tenggara Barat,,,
ID-SA,Sulawesi Utara,,Sulawesi Utara,,,
ID-MA,Maluku,,Maluku,,,
ID-JA,Jambi,,Jambi,,,
ID-SA,Sulawesi Utara,,Sulawesi Utara,,,
ID-SS,Sumatera Selatan,,Sumatera Selatan,,,
ID-SN,Sulawesi Selatan,,Sulawesi Selatan,,,
ID-SS,Sumatera Selatan,,Sumatera Selatan,,,
ID-KR,Kepulauan Riau,,Kepulauan Riau,,,
ID-NT,Nusa Tenggara Timur,,Nusa Tenggara Timur,,,
ID-PB,Papua Barat,,Papua Barat,,,
ID-PB,Papua Barat,,Papua Barat,,,
ID-SS,Sumatera Selatan,,Sumatera Selatan,,,
ID-KR,Kepulauan Riau,,Kepulauan Riau,,,
ID-YO,Daerah Istimewa Yogyakarta,,Daerah Istimewa Yogyakarta,,,
ID-RI,Riau,,Riau,,,
ID-BT,Banten,,Banten,,,
ID-MA,Maluku,,Maluku,,,
ID-MU,Maluku Utara,,Maluku Utara,,,
ID-BA,Bali,,Bali,,,
ID-SA,Sulawesi Utara,,Sulawesi Utara,,,
ID-SA,Sulawesi Utara,,Sulawesi Utara,,,
ID-KT,Kalimantan Tengah,,Kalimantan Tengah,,,
ID-BA,Bali,,Bali,,,
ID-JB,Jawa Barat,,Jawa Barat,,,
ID-SN,Sulawesi Selatan,,Sulawesi Selatan,,,
ID-JB,Jawa Barat,,Jawa Barat,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-PA,Papua,,Papua,,,
ID-JA,Jambi,,Jambi,,,
ID-BE,Bengkulu,,Bengkulu,,,
ID-KT,Kalimantan Tengah,,Kalimantan Tengah,,,
ID-BA,Bali,,Bali,,,
ID-BA,Bali,,Bali,,,
ID-BT,Banten,,Banten,,,
ID-KU,Kalimantan Utara,,Kalimantan Utara,,,
ID-KT,Kalimantan Tengah,,Kalimantan Tengah,,,
ID-KS,Kalimantan Selatan,,Kalimantan Selatan,,,
ID-ST,Sulawesi Tengah,,Sulawesi Tengah,,,
ID-AC,Aceh,,Aceh,,,
ID-BE,Bengkulu,,Bengkulu,,,
ID-BB,Kepulauan Bangka Belitung,,Kepulauan Bangka Belitung,,,
ID-JA,Jambi,,Jambi,,,
ID-SN,Sulawesi Selatan,,Sulawesi Selatan,,,
ID-KU,Kalimantan Utara,,Kalimantan Utara,,,
ID-LA,Lampung,,Lampung,,,
ID-BT,Banten,,Banten,,,
ID-ST,Sulawesi Tengah,,Sulawesi Tengah,,,
ID-MA,Maluku,,Maluku,,,
ID-MA,Maluku,,Maluku,,,
ID-SG,Sulawesi Tenggara,,Sulawesi Tenggara,,,
ID-JA,Jambi,,Jambi,,,
ID-MA,Maluku,,Maluku,,,
ID-PA,Papua,,Papua,,,
ID-ST,Sulawesi Tengah,,Sulawesi Tengah,,,
ID-KS,Kalimantan Selatan,,Kalimantan Selatan,,,
ID-KU,Kalimantan Utara,,Kalimantan Utara,,,
ID-MA,Maluku,,Maluku,,,
ID-JA,Jambi,,Jambi,,,
ID-JA,Jambi,,Jambi,,,
ID-KR,Kepulauan Riau,,Kepulauan Riau,,,
ID-SG,Sulawesi Tenggara,,Sulawesi Tenggara,,,
ID-LA,Lampung,,Lampung,,,
ID-PB,Papua Barat,,Papua Barat,,,
ID-LA,Lampung,,Lampung,,,
ID-SN,Sulawesi Selatan,,Sulawesi Selatan,,,
ID-KS,Kalimantan Selatan,,Kalimantan Selatan,,,
ID-NB,Nusa Tenggara Barat,,Nusa Tenggara Barat,,,
ID-SG,Sulawesi Tenggara,,Sulawesi Tenggara,,,
ID-SN,Sulawesi Selatan,,Sulawesi Selatan,,,
ID-KS,Kalimantan Selatan,,Kalimantan Selatan,,,
ID-KB,Kalimantan Barat,,Kalimantan Barat,,,
ID-SS,Sumatera Selatan,,Sumatera Selatan,,,
ID-JA,Jambi,,Jambi,,,
ID-SS,Sumatera Selatan,,Sumatera Selatan,,,
ID-PB,Papua Barat,,Papua Barat,,,
ID-KT,Kalimantan Tengah,,Kalimantan Tengah,,,
ID-SG,Sulawesi Tenggara,,Sulawesi Tenggara,,,
ID-PA,Papua,,Papua,,,
ID-SR,Sulawesi Barat,,Sulawesi Barat,,,
ID-KR,Kepulauan Riau,,Kepulauan Riau,,,
ID-KT,Kalimantan Tengah,,Kalimantan Tengah,,,
ID-YO,Daerah Istimewa Yogyakarta,,Daerah Istimewa Yogyakarta,,,
ID-KI,Kalimantan Timur,,Kalimantan Timur,,,
ID-MA,Maluku,,Maluku,,,
ID-KS,Kalimantan Selatan,,Kalimantan Selatan,,,
ID-SS,Sumatera Selatan,,Sumatera Selatan,,,
ID-PA,Papua,,Papua,,,
ID-SS,Sumatera Selatan,,Sumatera Selatan,,,
ID-SU,Sumatera Utara,,Sumatera Utara,,,
ID-JB,Jawa Barat,,Jawa Barat,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-PA,Papua,,Papua,,,
ID-KS,Kalimantan Selatan,,Kalimantan Selatan,,,
ID-SN,Sulawesi Selatan,,Sulawesi Selatan,,,
ID-SR,Sulawesi Barat,,Sulawesi Barat,,,
ID-SR,Sulawesi Barat,,Sulawesi Barat,,,
ID-PA,Papua,,Papua,,,
ID-PA,Papua,,Papua,,,
ID-SN,Sulawesi Selatan,,Sulawesi Selatan,,,
ID-KT,Kalimantan Tengah,,Kalimantan Tengah,,,
ID-JA,Jambi,,Jambi,,,
ID-BA,Bali,,Bali,,,
ID-SA,Sulawesi Utara,,Sulawesi Utara,,,
ID-SN,Sulawesi Selatan,,Sulawesi Selatan,,,
ID-KR,Kepulauan Riau,,Kepulauan Riau,,,
ID-BE,Bengkulu,,Bengkulu,,,
ID-NT,Nusa Tenggara Timur,,Nusa Tenggara Timur,,,
ID-ST,Sulawesi Tengah,,Sulawesi Tengah,,,
ID-JA,Jambi,,Jambi,,,
ID-SS,Sumatera Selatan,,Sumatera Selatan,,,
ID-KU,Kalimantan Utara,,Kalimantan Utara,,,
ID-KU,Kalimantan Utara,,Kalimantan Utara,,,
ID-SS,Sumatera Selatan,,Sumatera Selatan,,,
ID-KU,Kalimantan Utara,,Kalimantan Utara,,,
ID-PA,Papua,,Papua,,,
ID-PB,Papua Barat,,Papua Barat,,,
ID-LA,Lampung,,Lampung,,,
ID-JA,Jambi,,Jambi,,,
ID-BB,Kepulauan Bangka Belitung,,Kepulauan Bangka Belitung,,,
ID-SS,Sumatera Selatan,,Sumatera Selatan,,,
ID-ST,Sulawesi Tengah,,Sulawesi Tengah,,,
ID-JA,Jambi,,Jambi,,,
ID-MU,Maluku Utara,,Maluku Utara,,,
ID-KU,Kalimantan Utara,,Kalimantan Utara,,,
ID-KT,Kalimantan Tengah,,Kalimantan Tengah,,,
ID-KB,Kalimantan Barat,,Kalimantan Barat,,,
ID-BB,Kepulauan Bangka Belitung,,Kepulauan Bangka Belitung,,,
ID-NT,Nusa Tenggara Timur,,Nusa Tenggara Timur,,,
ID-BE,Bengkulu,,Bengkulu,,,
ID-SS,Sumatera Selatan,,Sumatera Selatan,,,
ID-KS,Kalimantan Selatan,,Kalimantan Selatan,,,
ID-ST,Sulawesi Tengah,,Sulawesi Tengah,,,
ID-KR,Kepulauan Riau,,Kepulauan Riau,,,
ID-MA,Maluku,,Maluku,,,
ID-KR,Kepulauan Riau,,Kepulauan Riau,,,
ID-KR,Kepulauan Riau,,Kepulauan Riau,,,
ID-JA,Jambi,,Jambi,,,
ID-KR,Kepulauan Riau,,Kepulauan Riau,,,
ID-JA,Jambi,,Jambi,,,
ID-KT,Kalimantan Tengah,,Kalimantan Tengah,,,
ID-SS,Sumatera Selatan,,Sumatera Selatan,,,
ID-AC,Aceh,,Aceh,,,
ID-KT,Kalimantan Tengah,,Kalimantan Tengah,,,
ID-PA,Papua,,Papua,,,
ID-PA,Papua,,Papua,,,
ID-YO,Daerah Istimewa Yogyakarta,,Daerah Istimewa Yogyakarta,,,
ID-LA,Lampung,,Lampung,,,
ID-SA,Sulawesi Utara,,Sulawesi Utara,,,
ID-YO,Daerah Istimewa Yogyakarta,,Daerah Istimewa Yogyakarta,,,
ID-YO,Daerah Istimewa Yogyakarta,,Daerah Istimewa Yogyakarta,,,
ID-YO,Daerah Istimewa Yogyakarta,,Daerah Istimewa Yogyakarta,,,
ID-SS,Sumatera Selatan,,Sumatera Selatan,,,
ID-JA,Jambi,,Jambi,,,
ID-SG,Sulawesi Tenggara,,Sulawesi Tenggara,,,
ID-BE,Bengkulu,,Bengkulu,,,
ID-SA,Sulawesi Utara,,Sulawesi Utara,,,
ID-BT,Banten,,Banten,,,
ID-SS,Sumatera Selatan,,Sumatera Selatan,,,
ID-SB,Sumatera Barat,,Sumatera Barat,,,
ID-SS,Sumatera Selatan,,Sumatera Selatan,,,
ID-JB,Jawa Barat,,Jawa Barat,,,
ID-BA,Bali,,Bali,,,
ID-KS,Kalimantan Selatan,,Kalimantan Selatan,,,
ID-BA,Bali,,Bali,,,
ID-KI,Kalimantan Timur,,Kalimantan Timur,,,
ID-AC,Aceh,,Aceh,,,
ID-KT,Kalimantan Tengah,,Kalimantan Tengah,,,
ID-KT,Kalimantan Tengah,,Kalimantan Tengah,,,
ID-SS,Sumatera Selatan,,Sumatera Selatan,,,
ID-BA,Bali,,Bali,,,
ID-BA,Bali,,Bali,,,
ID-SA,Sulawesi Utara,,Sulawesi Utara,,,
ID-KT,Kalimantan Tengah,,Kalimantan Tengah,,,
ID-KT,Kalimantan Tengah,,Kalimantan Tengah,,,
ID-SU,Sumatera Utara,,Sumatera Utara,,,
ID-SN,Sulawesi Selatan,,Sulawesi Selatan,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-SN,Sulawesi Selatan,,Sulawesi Selatan,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-SN,Sulawesi Selatan,,Sulawesi Selatan,,,
ID-JB,Jawa Barat,,Jawa Barat,,,
ID-PA,Papua,,Papua,,,
ID-PB,Papua Barat,,Papua Barat,,,
ID-BB,Kepulauan Bangka Belitung,,Kepulauan Bangka Belitung,,,
ID-BA,Bali,,Bali,,,
ID-BA,Bali,,Bali,,,
ID-BT,Banten,,Banten,,,
ID-LA,Lampung,,Lampung,,,
ID-BE,Bengkulu,,Bengkulu,,,
ID-PA,Papua,,Papua,,,
ID-KB,Kalimantan Barat,,Kalimantan Barat,,,
ID-LA,Lampung,,Lampung,,,
ID-KR,Kepulauan Riau,,Kepulauan Riau,,,
ID-LA,Lampung,,Lampung,,,
ID-PB,Papua Barat,,Papua Barat,,,
ID-BB,Kepulauan Bangka Belitung,,Kepulauan Bangka Belitung,,,
ID-PB,Papua Barat,,Papua Barat,,,
ID-JA,Jambi,,Jambi,,,
ID-SS,Sumatera Selatan,,Sumatera Selatan,,,
ID-BB,Kepulauan Bangka Belitung,,Kepulauan Bangka Belitung,,,
ID-NB,Nusa Tenggara Barat,,Nusa Tenggara Barat,,,
ID-MA,Maluku,,Maluku,,,
ID-SS,Sumatera Selatan,,Sumatera Selatan,,,
ID-ST,Sulawesi Tengah,,Sulawesi Tengah,,,
ID-SB,Sumatera Barat,,Sumatera Barat,,,
ID-JA,Jambi,,Jambi,,,
ID-BT,Banten,,Banten,,,
ID-RI,Riau,,Riau,,,
ID-SB,Sumatera Barat,,Sumatera Barat,,,
ID-NT,Nusa Tenggara Timur,,Nusa Tenggara Timur,,,
ID-JA,Jambi,,Jambi,,,
ID-KU,Kalimantan Utara,,Kalimantan Utara,,,
ID-KU,Kalimantan Utara,,Kalimantan Utara,,,
ID-ST,Sulawesi Tengah,,Sulawesi Tengah,,,
ID-AC,Aceh,,Aceh,,,
ID-KS,Kalimantan Selatan,,Kalimantan Selatan,,,
ID-SA,Sulawesi Utara,,Sulawesi Utara,,,
ID-JA,Jambi,,Jambi,,,
ID-LA,Lampung,,Lampung,,,
ID-SS,Sumatera Selatan,,Sumatera Selatan,,,
ID-SA,Sulawesi Utara,,Sulawesi Utara,,,
ID-SS,Sumatera Selatan,,Sumatera Selatan,,,
ID-MA,Maluku,,Maluku,,,
ID-BA,Bali,,Bali,,,
ID-NB,Nusa Tenggara Barat,,Nusa Tenggara Barat,,,
ID-SA,Sulawesi Utara,,Sulawesi Utara,,,
ID-BA,Bali,,Bali,,,
ID-LA,Lampung,,Lampung,,,
ID-KR,Kepulauan Riau,,Kepulauan Riau,,,
ID-SA,Sulawesi Utara,,Sulawesi Utara,,,
ID-AC,Aceh,,Aceh,,,
ID-KS,Kalimantan Selatan,,Kalimantan Selatan,,,
ID-SG,Sulawesi Tenggara,,Sulawesi Tenggara,,,
ID-YO,Daerah Istimewa Yogyakarta,,Daerah Istimewa Yogyakarta,,,
ID-SA,Sulawesi Utara,,Sulawesi Utara,,,
ID-YO,Daerah Istimewa Yogyakarta,,Daerah Istimewa Yogyakarta,,,
ID-LA,Lampung,,Lampung,,,
ID-SA,Sulawesi Utara,,Sulawesi Utara,,,
ID-PA,Papua,,Papua,,,
ID-KS,Kalimantan Selatan,,Kalimantan Selatan,,,
ID-MA,Maluku,,Maluku,,,
ID-SS,Sumatera Selatan,,Sumatera Selatan,,,
ID-SN,Sulawesi Selatan,,Sulawesi Selatan,,,
ID-KT,Kalimantan Tengah,,Kalimantan Tengah,,,
ID-SA,Sulawesi Utara,,Sulawesi Utara,,,
ID-LA,Lampung,,Lampung,,,
ID-KT,Kalimantan Tengah,,Kalimantan Tengah,,,
ID-SB,Sumatera Barat,,Sumatera Barat,,,
ID-SB,Sumatera Barat,,Sumatera Barat,,,
ID-SA,Sulawesi Utara,,Sulawesi Utara,,,
ID-KI,Kalimantan Timur,,Kalimantan Timur,,,
ID-SB,Sumatera Barat,,Sumatera Barat,,,
ID-JB,Jawa Barat,,Jawa Barat,,,
ID-BA,Bali,,Bali,,,
ID-KT,Kalimantan Tengah,,Kalimantan Tengah,,,
ID-SA,Sulawesi Utara,,Sulawesi Utara,,,
ID-AC,Aceh,,Aceh,,,
ID-PB,Papua Barat,,Papua Barat,,,
ID-SA,Sulawesi Utara,,Sulawesi Utara,,,
ID-SA,Sulawesi Utara,,Sulawesi Utara,,,
ID-SA,Sulawesi Utara,,Sulawesi Utara,,,
ID-JB,Jawa Barat,,Jawa Barat,,,
ID-KS,Kalimantan Selatan,,Kalimantan Selatan,,,
ID-SU,Sumatera Utara,,Sumatera Utara,,,
ID-MA,Maluku,,Maluku,,,
ID-SU,Sumatera Utara,,Sumatera Utara,,,
ID-JK,DKI Jakarta,,DKI Jakarta,,,
ID-JA,Jambi,,Jambi,,,
ID-MA,Maluku,,Maluku,,,
ID-NB,Nusa Tenggara Barat,,Nusa Tenggara Barat,,,
ID-BB,Kepulauan Bangka Belitung,,Kepulauan Bangka Belitung,,,
ID-BE,Bengkulu,,Bengkulu,,,
ID-KS,Kalimantan Selatan,,Kalimantan Selatan,,,
ID-KS,Kalimantan Selatan,,Kalimantan Selatan,,,
ID-BE,Bengkulu,,Bengkulu,,,
ID-JA,Jambi,,Jambi,,,
ID-AC,Aceh,,Aceh,,,
ID-SN,Sulawesi Selatan,,Sulawesi Selatan,,,
ID-NB,Nusa Tenggara Barat,,Nusa Tenggara Barat,,,
ID-KU,Kalimantan Utara,,Kalimantan Utara,,,
ID-LA,Lampung,,Lampung,,,
ID-LA,Lampung,,Lampung,,,
ID-NT,Nusa Tenggara Timur,,Nusa Tenggara Timur,,,
ID-PB,Papua Barat,,Papua Barat,,,
ID-LA,Lampung,,Lampung,,,
ID-LA,Lampung,,Lampung,,,
ID-SS,Sumatera Selatan,,Sumatera Selatan,,,
ID-KB,Kalimantan Barat,,Kalimantan Barat,,,
ID-NT,Nusa Tenggara Timur,,Nusa Tenggara Timur,,,
ID-SS,Sumatera Selatan,,Sumatera Selatan,,,
ID-MU,Maluku Utara,,Maluku Utara,,,
ID-KT,Kalimantan Tengah,,Kalimantan Tengah,,,
ID-SG,Sulawesi Tenggara,,Sulawesi Tenggara,,,
ID-BB,Kepulauan Bangka Belitung,,Kepulauan Bangka Belitung,,,
ID-NB,Nusa Tenggara Barat,,Nusa Tenggara Barat,,,
ID-NB,Nusa Tenggara Barat,,Nusa Tenggara Barat,,,
ID-KT,Kalimantan Tengah,,Kalimantan Tengah,,,
ID-MA,Maluku,,Maluku,,,
ID-SA,Sulawesi Utara,,Sulawesi Utara,,,
ID-KU,Kalimantan Utara,,Kalimantan Utara,,,
ID-KS,Kalimantan Selatan,,Kalimantan Selatan,,,
ID-PB,Papua Barat,,Papua Barat,,,
ID-PB,Papua Barat,,Papua Barat,,,
ID-NT,Nusa Tenggara Timur,,Nusa Tenggara Timur,,,
ID-PA,Papua,,Papua,,,
ID-MA,Maluku,,Maluku,,,
ID-BE,Bengkulu,,Bengkulu,,,
ID-AC,Aceh,,Aceh,,,
ID-KR,Kepulauan Riau,,Kepulauan Riau,,,
ID-KS,Kalimantan Selatan,,Kalimantan Selatan,,,
ID-SN,Sulawesi Selatan,,Sulawesi Selatan,,,
ID-SS,Sumatera Selatan,,Sumatera Selatan,,,
ID-LA,Lampung,,Lampung,,,
ID-SA,Sulawesi Utara,,Sulawesi Utara,,,
ID-SS,Sumatera Selatan,,Sumatera Selatan,,,
ID-SG,Sulawesi Tenggara,,Sulawesi Tenggara,,,
ID-PB,Papua Barat,,Papua Barat,,,
ID-YO,Daerah Istimewa Yogyakarta,,Daerah Istimewa Yogyakarta,,,
ID-KT,Kalimantan Tengah,,Kalimantan Tengah,,,
ID-YO,Daerah Istimewa Yogyakarta,,Daerah Istimewa Yogyakarta,,,
ID-MA,Maluku,,Maluku,,,
ID-MA,Maluku,,Maluku,,,
ID-KT,Kalimantan Tengah,,Kalimantan Tengah,,,
ID-BT,Banten,,Banten,,,
ID-SS,Sumatera Selatan,,Sumatera Selatan,,,
ID-KT,Kalimantan Tengah,,Kalimantan Tengah,,,
ID-PA,Papua,,Papua,,,
ID-NB,Nusa Tenggara Barat,,Nusa Tenggara Barat,,,
ID-BA,Bali,,Bali,,,
ID-SA,Sulawesi Utara,,Sulawesi Utara,,,
ID-KI,Kalimantan Timur,,Kalimantan Timur,,,
ID-BA,Bali,,Bali,,,
ID-JB,Jawa Barat,,Jawa Barat,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-SS,Sumatera Selatan,,Sumatera Selatan,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-SA,Sulawesi Utara,,Sulawesi Utara,,,
ID-PA,Papua,,Papua,,,
ID-BA,Bali,,Bali,,,
ID-MA,Maluku,,Maluku,,,
ID-KS,Kalimantan Selatan,,Kalimantan Selatan,,,
ID-BE,Bengkulu,,Bengkulu,,,
ID-JA,Jambi,,Jambi,,,
ID-NB,Nusa Tenggara Barat,,Nusa Tenggara Barat,,,
ID-NT,Nusa Tenggara Timur,,Nusa Tenggara Timur,,,
ID-KU,Kalimantan Utara,,Kalimantan Utara,,,
ID-NT,Nusa Tenggara Timur,,Nusa Tenggara Timur,,,
ID-AC,Aceh,,Aceh,,,
ID-BE,Bengkulu,,Bengkulu,,,
